people_count,occupancy_ratio,avg_person_area,avg_distance,min_distance,spatial_spread,top_region_count,middle_region_count,bottom_region_count,frame_occupancy_density,density_label
8,0.231766,0.025002,0.3146,0.25616,0.265814,0,7,1,18.05575,MEDIUM
4,0.035918,0.009338,0.747258,0.52436,0.481104,1,3,0,5.0,LOW
10,0.08,0.007227,0.257579,0.204959,0.173268,3,6,1,18.560948,MEDIUM
6,0.113745,0.012264,0.224687,0.058593,0.369214,0,0,6,7.252551,MEDIUM
8,0.241597,0.015366,0.405016,0.352482,0.313032,4,2,2,9.693022,MEDIUM
3,0.159971,0.063548,0.137963,0.054803,0.320645,0,1,2,7.67896,MEDIUM
23,0.845685,0.036809,0.20693,0.122746,0.117441,0,1,22,73.314018,HIGH
1,0.035429,0.027156,0.331675,0.245441,0.349763,1,0,0,0.60439,LOW
2,0.041809,0.024497,0.659737,0.502668,0.294181,0,0,2,2.138517,LOW
18,0.611579,0.034585,0.182223,0.105073,0.38838,6,1,11,68.1851,HIGH
47,0.540191,0.003499,0.104812,0.015821,0.344224,2,29,16,103.135674,HIGH
3,0.059872,0.006946,0.986652,0.794789,0.24955,0,0,3,4.152522,LOW
3,0.059904,0.009658,0.413702,0.187359,0.495481,0,1,2,1.938184,LOW
1,0.061154,0.066397,0.939354,0.750524,0.213396,0,0,1,0.966307,LOW
51,0.501863,0.013162,0.143688,0.125712,0.2144,13,37,1,100.119795,HIGH
3,0.001,0.001,0.425431,0.324478,0.476513,0,0,3,2.66627,LOW
7,0.327925,0.052817,0.539428,0.47707,0.143823,1,5,1,20.484122,MEDIUM
3,0.312851,0.1,0.42955,0.311908,0.380206,0,3,0,4.13475,MEDIUM
38,0.725828,0.020097,0.129596,0.119957,0.090044,0,10,28,146.808382,HIGH
42,0.706693,0.022331,0.088438,0.014544,0.182422,7,32,3,70.727816,HIGH
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
3,0.026345,0.014575,0.85003,0.640123,0.392622,1,1,1,2.582268,LOW
1,0.009735,0.001,0.962868,0.783959,0.206951,0,0,1,1.261101,LOW
51,0.561097,0.007784,0.005,0.002,0.023637,20,9,22,146.125189,HIGH
3,0.014097,0.023822,0.72559,0.616948,0.255805,1,2,0,2.975816,LOW
8,0.298822,0.037682,0.334459,0.209705,0.218566,0,5,3,17.173407,MEDIUM
4,0.022316,0.013843,0.348695,0.273826,0.244158,0,3,1,1.377637,LOW
11,0.740114,0.065752,0.245332,0.191559,0.111983,2,5,4,24.689617,HIGH
12,0.248111,0.015071,0.064468,0.02,0.347217,9,3,0,15.738749,MEDIUM
2,0.103848,0.063729,0.718085,0.54053,0.41891,1,0,1,2.702803,LOW
1,0.022922,0.008642,0.390853,0.258301,0.395879,0,0,1,1.437035,LOW
2,0.024195,0.001,0.553376,0.399732,0.256062,0,1,1,1.985771,LOW
12,0.08,0.009544,0.169764,0.035192,0.068074,3,6,3,25.0,MEDIUM
2,0.05187,0.026474,1.0,0.843142,0.204413,0,1,1,1.162862,LOW
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
44,0.711858,0.018374,0.005,0.002,0.081405,28,8,8,150.0,HIGH
11,0.219401,0.022362,0.099093,0.02,0.14006,6,5,0,23.988268,MEDIUM
22,0.881756,0.042321,0.059828,0.002,0.214022,9,13,0,43.208516,HIGH
35,0.693071,0.01476,0.085574,0.006234,0.226606,27,5,3,113.756297,HIGH
4,0.034172,0.018257,0.628237,0.497306,0.233987,0,3,1,4.566582,LOW
3,0.040732,0.014334,0.706099,0.462178,0.475233,1,2,0,2.891099,LOW
38,0.571681,0.017496,0.101007,0.076508,0.261091,33,4,1,77.05026,HIGH
11,0.613409,0.05766,0.160697,0.154889,0.02,4,4,3,36.237927,HIGH
5,0.277971,0.067168,0.305021,0.192248,0.206441,1,1,3,11.807161,MEDIUM
30,0.272802,0.01007,0.023599,0.002,0.259827,11,9,10,77.096871,HIGH
4,0.043122,0.019423,0.256204,0.203151,0.126697,0,0,4,4.351928,LOW
50,0.769589,0.014907,0.005,0.002,0.264814,9,40,1,83.944372,HIGH
3,0.001014,0.006631,0.629582,0.500106,0.304548,1,1,1,1.392681,LOW
22,0.697517,0.033935,0.078378,0.002,0.121658,6,12,4,41.917402,HIGH
29,0.634301,0.026673,0.175809,0.103754,0.188134,6,12,11,91.155918,HIGH
8,0.280698,0.03421,0.258373,0.083457,0.190941,1,2,5,12.014267,MEDIUM
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
1,0.040551,0.063797,0.857744,0.697406,0.427163,1,0,0,0.221665,LOW
3,0.355228,0.1,0.471132,0.412548,0.303485,2,1,0,8.423981,MEDIUM
2,0.053616,0.032522,0.83791,0.7089,0.092051,1,1,0,2.592485,LOW
18,0.605367,0.034158,0.159239,0.132387,0.02,9,6,3,56.418407,HIGH
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
13,0.368159,0.029459,0.146643,0.094033,0.413315,1,9,3,47.323349,HIGH
4,0.013031,0.006863,0.413627,0.241551,0.051979,1,0,3,2.159788,LOW
9,0.429213,0.046048,0.516024,0.3698,0.350865,0,3,6,25.0,MEDIUM
25,0.567935,0.027506,0.064113,0.027385,0.112338,0,15,10,64.819885,HIGH
12,0.430369,0.036779,0.127801,0.02,0.242392,4,3,5,17.374105,MEDIUM
28,0.519842,0.013265,0.087554,0.065253,0.300332,15,12,1,69.486327,HIGH
1,0.03244,0.031985,0.797334,0.560618,0.454931,0,1,0,0.862638,LOW
3,0.218933,0.071446,0.077793,0.02,0.233843,1,2,0,7.514001,MEDIUM
33,0.517165,0.018168,0.240846,0.164966,0.085826,19,12,2,132.22435,HIGH
12,0.632586,0.050355,0.07599,0.023679,0.177071,9,3,0,29.072194,HIGH
5,0.188527,0.038269,0.555189,0.490717,0.169624,0,0,5,8.698922,MEDIUM
56,0.816781,0.015643,0.225333,0.168586,0.191888,14,38,4,150.0,HIGH
4,0.341852,0.085382,0.445999,0.277048,0.113923,2,1,1,5.299531,MEDIUM
50,0.687443,0.010963,0.14915,0.080114,0.169144,26,21,3,102.790341,HIGH
10,0.830865,0.08,0.152148,0.080764,0.332547,2,8,0,29.311178,HIGH
2,0.001,0.001425,1.0,0.864501,0.105156,0,1,1,1.548332,LOW
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
4,0.019056,0.014827,0.445095,0.258795,0.355936,1,1,2,1.8136,LOW
3,0.054654,0.00273,0.718878,0.504571,0.0,1,2,0,3.686732,LOW
2,0.002448,0.001,0.836368,0.765324,0.387507,1,1,0,3.044534,LOW
56,0.644146,0.010912,0.11062,0.092626,0.155577,1,4,51,150.0,HIGH
47,0.930108,0.014327,0.050165,0.002,0.24287,15,32,0,86.825003,HIGH
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
3,0.039441,0.017094,0.668127,0.461369,0.243891,0,2,1,2.065003,LOW
51,0.529756,0.013722,0.125822,0.046847,0.2966,12,35,4,149.912701,HIGH
30,0.607287,0.018026,0.146599,0.093998,0.283075,4,10,16,93.09097,HIGH
8,0.211072,0.028427,0.052193,0.02,0.394194,3,2,3,14.028574,MEDIUM
3,0.065541,0.025047,0.578637,0.520726,0.298269,1,2,0,4.113525,LOW
2,0.006516,0.010691,0.347139,0.234137,0.141897,0,0,2,0.960004,LOW
42,0.68894,0.017,0.067184,0.002,0.140676,8,15,19,83.532935,HIGH
12,0.339619,0.029708,0.516606,0.418171,0.199567,0,11,1,25.0,MEDIUM
9,0.331098,0.044481,0.31685,0.224012,0.380247,0,6,3,15.096967,MEDIUM
4,0.021045,0.002546,0.652614,0.555777,0.423474,1,0,3,5.0,LOW
4,0.017878,0.001,1.0,0.759517,0.406158,2,2,0,5.0,LOW
25,0.810212,0.03697,0.064807,0.004707,0.29926,0,19,6,73.151977,HIGH
5,0.455364,0.095487,0.699965,0.621939,0.275543,3,2,0,14.332614,MEDIUM
4,0.09064,0.015943,0.615207,0.476624,0.0,0,4,0,2.604077,LOW
23,0.465143,0.016307,0.211539,0.141049,0.259324,1,22,0,85.539289,HIGH
2,0.025022,0.00995,0.828526,0.617406,0.111297,1,1,0,0.797286,LOW
9,0.08,0.00945,0.506904,0.314528,0.424886,7,2,0,9.492607,MEDIUM
3,0.018748,0.001,0.747943,0.641733,0.189135,2,1,0,3.412901,LOW
1,0.023123,0.024271,1.0,0.839619,0.289974,0,0,1,0.661399,LOW
57,0.568486,0.009462,0.175591,0.162476,0.306816,30,25,2,104.520186,HIGH
11,0.221437,0.014709,0.0845,0.02,0.444618,3,0,8,13.944456,MEDIUM
8,0.179578,0.023207,0.493572,0.393545,0.293844,5,0,3,21.601035,MEDIUM
4,0.031798,0.006331,0.394665,0.286591,0.469687,2,2,0,3.477126,LOW
39,0.695929,0.01327,0.143186,0.122883,0.081798,0,39,0,61.355747,HIGH
14,0.83701,0.063196,0.242714,0.179184,0.123061,2,12,0,24.124112,HIGH
7,0.456208,0.0655,0.47841,0.366721,0.278132,2,3,2,19.370835,MEDIUM
11,0.286708,0.032698,0.351382,0.26916,0.26839,2,7,2,25.0,MEDIUM
14,0.700452,0.050736,0.10293,0.022561,0.284453,1,5,8,23.881034,HIGH
39,0.716743,0.016293,0.076634,0.042164,0.21942,25,12,2,100.132165,HIGH
6,0.256251,0.04565,0.174771,0.07275,0.342086,0,4,2,15.967344,MEDIUM
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
3,0.261848,0.094251,0.526018,0.387542,0.16781,0,2,1,7.200733,MEDIUM
3,0.059534,0.023395,0.57438,0.392381,0.220383,0,3,0,2.593147,LOW
7,0.335932,0.041243,0.195506,0.02,0.19488,0,6,1,8.998512,MEDIUM
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
7,0.126138,0.02162,0.220136,0.151582,0.328312,1,0,6,12.777476,MEDIUM
5,0.309334,0.058501,0.57516,0.466175,0.343376,1,0,4,9.362767,MEDIUM
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
4,0.036471,0.004115,0.24895,0.127655,0.196061,2,1,1,3.114686,LOW
37,0.644257,0.019425,0.035105,0.002,0.348328,11,5,21,117.715469,HIGH
8,0.093479,0.01338,0.138109,0.032509,0.294358,0,1,7,12.199769,MEDIUM
3,0.037491,0.01491,0.401106,0.166845,0.225483,0,2,1,4.104697,LOW
8,0.376364,0.050475,0.504215,0.453296,0.222304,0,4,4,13.942499,MEDIUM
3,0.016153,0.001433,0.603842,0.364522,0.363434,1,0,2,2.928672,LOW
11,0.368798,0.048175,0.26542,0.066907,0.297765,0,1,10,25.0,MEDIUM
2,0.026223,0.008074,0.409382,0.352036,0.455715,1,1,0,1.343978,LOW
20,0.713629,0.038206,0.062473,0.022191,0.315475,2,6,12,67.421369,HIGH
8,0.252495,0.027988,0.288158,0.162563,0.169991,5,3,0,19.244729,MEDIUM
27,0.65075,0.029279,0.072652,0.014928,0.33839,8,10,9,100.185474,HIGH
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
3,0.072418,0.010667,0.563731,0.372181,0.183922,1,1,1,1.55104,LOW
22,0.599799,0.035471,0.069238,0.002,0.275689,11,3,8,44.756825,HIGH
4,0.001763,0.006161,0.320901,0.091502,0.091954,3,1,0,1.261318,LOW
33,0.746947,0.022075,0.082099,0.002,0.079866,18,10,5,67.303293,HIGH
2,0.029164,0.015257,0.480309,0.3554,0.373084,0,1,1,1.170071,LOW
59,0.679752,0.012915,0.188211,0.179472,0.283971,28,5,26,147.452482,HIGH
4,0.22198,0.050625,0.118644,0.02,0.343683,3,1,0,8.171383,MEDIUM
7,0.365825,0.054652,0.394317,0.278264,0.198731,3,4,0,20.249089,MEDIUM
8,0.217151,0.029383,0.402344,0.324114,0.23052,1,5,2,8.948254,MEDIUM
2,0.014759,0.005986,0.454339,0.39646,0.290339,0,0,2,2.046484,LOW
1,0.065279,0.068746,0.826085,0.772029,0.298845,1,0,0,1.175591,LOW
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
58,0.607209,0.01637,0.126066,0.061235,0.205123,8,39,11,110.165136,HIGH
57,0.420508,0.009739,0.124419,0.116397,0.208952,24,31,2,145.041202,HIGH
48,0.565311,0.012239,0.163199,0.148187,0.190253,1,23,24,98.526919,HIGH
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
8,0.251645,0.033658,0.406571,0.248695,0.312695,4,4,0,17.221495,MEDIUM
38,0.773812,0.021224,0.106604,0.100239,0.044257,28,5,5,64.889063,HIGH
33,0.686665,0.023277,0.1248,0.032701,0.328198,19,1,13,72.432454,HIGH
35,0.782205,0.022108,0.094967,0.071956,0.286644,14,9,12,124.137879,HIGH
39,0.782942,0.026793,0.104737,0.066914,0.165007,2,37,0,109.297344,HIGH
53,0.616386,0.016239,0.273551,0.232443,0.326994,4,44,5,150.0,HIGH
57,0.436363,0.009151,0.24886,0.230193,0.118942,14,43,0,150.0,HIGH
26,0.739249,0.026245,0.174927,0.131489,0.418121,14,7,5,80.94433,HIGH
3,0.308152,0.097272,0.282471,0.218268,0.406689,1,0,2,6.730985,MEDIUM
59,0.560478,0.01254,0.166709,0.153977,0.198167,14,28,17,138.802321,HIGH
12,0.143142,0.005,0.133542,0.02,0.190207,1,3,8,25.0,MEDIUM
4,0.001,0.001,0.527511,0.402333,0.3131,0,2,2,3.321204,LOW
3,0.092814,0.037719,0.554327,0.382046,0.162284,2,1,0,6.174786,MEDIUM
3,0.321773,0.1,0.516078,0.459372,0.339999,0,3,0,6.05807,MEDIUM
34,0.655439,0.019684,0.201836,0.130457,0.145875,12,19,3,90.715678,HIGH
32,0.653582,0.020618,0.116531,0.069106,0.374486,0,20,12,75.496765,HIGH
13,0.507334,0.043314,0.277644,0.21946,0.198029,8,0,5,34.392502,HIGH
6,0.08,0.021289,0.148961,0.038078,0.151921,2,2,2,14.729576,MEDIUM
50,0.803317,0.016725,0.061257,0.046416,0.367547,5,30,15,150.0,HIGH
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
46,0.704193,0.012111,0.208163,0.170564,0.202623,11,31,4,150.0,HIGH
9,0.222165,0.022679,0.257304,0.195681,0.247191,2,7,0,11.149185,MEDIUM
35,0.561872,0.012294,0.119421,0.065568,0.343603,8,20,7,54.694222,HIGH
9,0.291594,0.040713,0.418488,0.349756,0.218631,2,6,1,9.542749,MEDIUM
2,0.03492,0.001365,0.614997,0.504135,0.101714,2,0,0,1.084936,LOW
3,0.100168,0.034853,0.133265,0.042189,0.092474,1,1,1,5.829028,MEDIUM
11,0.168745,0.018964,0.683472,0.503555,0.076057,4,5,2,25.0,MEDIUM
19,0.718154,0.038822,0.103308,0.041589,0.269076,0,19,0,65.282204,HIGH
10,0.350418,0.038339,0.005,0.002,0.375845,2,4,4,25.324761,HIGH
3,0.027675,0.001662,0.930996,0.729969,0.427553,1,2,0,4.094079,LOW
8,0.326523,0.049505,0.537985,0.352724,0.256323,2,5,1,19.720617,MEDIUM
3,0.250297,0.083157,0.437405,0.358748,0.358708,0,3,0,8.073795,MEDIUM
52,0.793234,0.011499,0.04272,0.010877,0.15616,5,35,12,112.80623,HIGH
33,0.568662,0.015869,0.226342,0.131232,0.149447,3,28,2,96.256943,HIGH
5,0.163672,0.040878,0.312474,0.150561,0.243372,0,0,5,13.292421,MEDIUM
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
29,0.955761,0.034263,0.189624,0.162378,0.299429,1,28,0,87.925513,HIGH
4,0.308127,0.079691,0.492467,0.345803,0.290884,0,4,0,6.166194,MEDIUM
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
3,0.042098,0.020923,0.788436,0.557763,0.341567,3,0,0,2.862655,LOW
1,0.001,0.001,0.255436,0.153815,0.261168,0,0,1,1.10448,LOW
42,0.786945,0.022053,0.170598,0.100107,0.056001,11,29,2,129.046837,HIGH
6,0.230531,0.045528,0.324588,0.164255,0.393397,1,4,1,17.932777,MEDIUM
11,0.595255,0.058641,0.116718,0.08091,0.294592,2,0,9,23.52907,HIGH
54,0.345037,0.008383,0.229807,0.135382,0.284915,19,14,21,150.0,HIGH
38,0.699312,0.017831,0.090525,0.033858,0.248267,5,29,4,129.57146,HIGH
1,0.032029,0.044682,0.485596,0.421027,0.534492,0,1,0,1.037449,LOW
56,0.562969,0.00862,0.136911,0.065661,0.355551,6,22,28,150.0,HIGH
50,0.541718,0.01187,0.158683,0.118913,0.225901,24,14,12,150.0,HIGH
47,0.778524,0.018247,0.005,0.002,0.273674,4,37,6,139.811843,HIGH
38,0.728333,0.021743,0.264,0.254311,0.289269,7,8,23,72.747271,HIGH
9,0.371957,0.046497,0.207508,0.02,0.270628,2,3,4,18.515701,MEDIUM
0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,LOW
12,0.218428,0.019629,0.51109,0.336081,0.40707,0,2,10,25.0,MEDIUM
1,0.056309,0.06113,0.575199,0.417594,0.368831,0,0,1,0.706372,LOW
45,0.483721,0.00701,0.147669,0.05069,0.388136,29,12,4,77.208189,HIGH
2,0.011687,0.015154,0.843667,0.771845,0.317346,0,1,1,1.578395,LOW
15,0.562387,0.039773,0.114823,0.026995,0.371443,12,2,1,28.132337,HIGH
7,0.303401,0.03846,0.175271,0.080266,0.259036,5,2,0,19.094761,MEDIUM
55,0.60575,0.011954,0.109979,0.01621,0.202667,35,7,13,150.0,HIGH
1,0.037169,0.054891,0.702128,0.620346,0.363507,0,1,0,0.73674,LOW
27,0.598187,0.021594,0.201538,0.116181,0.248499,7,13,7,61.827715,HIGH
7,0.242213,0.033728,0.620796,0.481143,0.394359,0,6,1,7.047837,MEDIUM
11,0.100248,0.011564,0.389436,0.21544,0.218158,1,8,2,25.0,MEDIUM
11,0.14512,0.017266,0.374309,0.219483,0.513717,6,5,0,25.0,MEDIUM
22,0.599715,0.031461,0.27565,0.243798,0.138623,7,6,9,54.318274,HIGH
12,0.464388,0.036299,0.155913,0.145984,0.228727,0,7,5,40.660391,HIGH
3,0.169156,0.062063,0.19042,0.140394,0.142965,0,1,2,8.09357,MEDIUM
2,0.040324,0.02545,0.723579,0.613949,0.086358,1,1,0,1.372584,LOW
4,0.307859,0.083393,0.52321,0.378072,0.143251,1,3,0,4.205069,MEDIUM
45,0.568578,0.011808,0.009769,0.002,0.275914,1,34,10,103.770914,HIGH
28,0.566101,0.021217,0.132618,0.057139,0.268741,11,13,4,96.90615,HIGH
2,0.01677,0.001,0.45199,0.233153,0.085113,0,2,0,2.57487,LOW
1,0.011001,0.021406,0.683521,0.445139,0.395525,0,1,0,0.755725,LOW
43,0.568282,0.014508,0.137772,0.094396,0.191757,0,35,8,82.923572,HIGH
19,0.738073,0.041626,0.164466,0.12817,0.345871,13,3,3,58.990477,HIGH
10,0.303214,0.029218,0.075704,0.02,0.209483,2,3,5,19.228455,MEDIUM
2,0.029452,0.021582,0.718277,0.507911,0.21925,1,1,0,2.111246,LOW
4,0.058471,0.015956,0.720439,0.499491,0.555295,1,0,3,3.616246,LOW
53,0.703345,0.013563,0.08567,0.020976,0.02,8,43,2,105.017394,HIGH
2,0.016093,0.00692,0.600024,0.375103,0.392229,0,0,2,2.88122,LOW
9,0.370817,0.035047,0.363339,0.182352,0.174163,4,0,5,11.314463,MEDIUM
46,0.557927,0.014433,0.048585,0.002,0.297185,12,7,27,150.0,HIGH
9,0.39307,0.046056,0.475037,0.390073,0.359805,5,3,1,11.085963,MEDIUM
12,0.08,0.008852,0.375512,0.207357,0.34926,2,9,1,18.401083,MEDIUM
6,0.305412,0.048386,0.119789,0.02,0.247767,1,1,4,16.301343,MEDIUM
4,0.015982,0.011309,0.976492,0.863908,0.456424,1,3,0,1.437074,LOW
22,0.794961,0.038868,0.010032,0.002,0.334619,4,12,6,85.610277,HIGH
8,0.16232,0.019305,0.369773,0.260526,0.288939,2,6,0,19.711664,MEDIUM
29,0.493376,0.01496,0.220094,0.160175,0.42753,10,12,7,50.308933,HIGH
5,0.369077,0.073986,0.132906,0.02129,0.303887,0,4,1,8.349998,MEDIUM
9,0.337436,0.03842,0.188332,0.02,0.153628,5,1,3,23.229615,MEDIUM
6,0.149319,0.020157,0.367929,0.224991,0.079288,1,0,5,17.859212,MEDIUM
41,0.660903,0.013667,0.005,0.002,0.143797,15,21,5,108.891362,HIGH
